Strategy,Step,Model,Target,MSE,RMSE,MAE,R2,NRMSE,MAPE%,sMAPE%
B(CLU-BASE)_t+1,1,Transformer + Clusters,rb_down,0.008142381196750427,0.09023514391161809,0.04252956408814289,0.5690322492204011,0.09038115195021355,42.70628494339855,40.67545886626264
B(CLU-BASE)_t+1,1,Transformer + Clusters,rb_up,0.012175943164567703,0.11034465625741785,0.048182568498464196,0.6098233676915508,0.11034465515397134,2450.844919430706,157.20516226443263
B(CLU-BASE)_t+1,1,Transformer + Clusters,down,0.006852651268870415,0.08278074213771229,0.04837570858846698,0.5152008819965634,0.08308902227739155,36.307312141506536,30.162684638428427
B(CLU-BASE)_t+1,1,Transformer + Clusters,up,0.01043732476980776,0.10216322611295985,0.0413331889842359,0.5678001901995464,0.1021632250913276,12482136623294.049,122.75277463532493
B(CLU-BASE)_t+2,2,Transformer + Clusters,rnti_count,0.006807053690245796,0.08250487070619404,0.0609492752245623,0.5645581789955851,0.11530140103256549,24.162846453640533,23.372128853857333
B(CLU-BASE)_t+2,2,Transformer + Clusters,rb_down,0.00918520628040164,0.09583948184543592,0.04555761398962884,0.5136927715696233,0.0959945581733239,44.618039190844044,37.611381346315504
B(CLU-BASE)_t+2,2,Transformer + Clusters,rb_up,0.014378283603235563,0.11990948087301338,0.051287220174751895,0.5388641432853016,0.11990947967391861,2067.2375684357767,157.31493380168413
B(CLU-BASE)_t+2,2,Transformer + Clusters,down,0.007456447713712256,0.08635072503292752,0.05076863625658779,0.4724003701170567,0.08667229998970034,38.44998636630186,31.602111455473263
B(CLU-BASE)_t+2,2,Transformer + Clusters,up,0.012106961928065069,0.11003164057699526,0.044966182080487284,0.49794486437558705,0.11003163947667886,10412439341378.297,125.50910199692622
B(CLU-BASE)_t+3,3,Transformer + Clusters,rnti_count,0.007186518140388317,0.08477333389921808,0.06284780194071361,0.5404130172949108,0.11847160155657943,25.0422367121732,24.10712680684581
B(CLU-BASE)_t+3,3,Transformer + Clusters,rb_down,0.010173604207195246,0.10086428608380295,0.04873883908150149,0.46110602016976565,0.10102749296680912,48.60647357130562,39.499008824229534
B(CLU-BASE)_t+3,3,Transformer + Clusters,rb_up,0.01629036544532162,0.12763371594262082,0.05544633068671741,0.4772888912619221,0.1276337146662837,2128.328413157186,157.78452804563105
B(CLU-BASE)_t+3,3,Transformer + Clusters,down,0.007960908453710792,0.08922392310199542,0.052943583916736474,0.43627121425946047,0.08955619800997892,40.39611892581305,32.854640696966875
B(CLU-BASE)_t+3,3,Transformer + Clusters,up,0.013479852890807692,0.11610276866124981,0.04812015456330501,0.4405812617383811,0.11610276750022215,11696576102815.545,113.60241264445399
B(CLU-BASE)_t+4,4,Transformer + Clusters,rnti_count,0.007479341824798903,0.08648318810496583,0.0641561006494519,0.5217860585313061,0.12086114030497891,25.643881428245297,24.638395543962783
B(CLU-BASE)_t+4,4,Transformer + Clusters,rb_down,0.011093768650720256,0.10532696070199812,0.052056954504324855,0.4123212940987555,0.10549738856720309,53.956772367102324,40.51686478797005
B(CLU-BASE)_t+4,4,Transformer + Clusters,rb_up,0.018065591088952317,0.13440829992583164,0.05910372457668057,0.4200204964011358,0.1344082985817487,2136.24230347731,155.68483088356334
B(CLU-BASE)_t+4,4,Transformer + Clusters,down,0.008551053929842619,0.09247190886881604,0.055199324674205866,0.3944648142690671,0.0928162794584764,42.01390925156374,34.0238911719954
B(CLU-BASE)_t+4,4,Transformer + Clusters,up,0.014795891966801786,0.12163836552174559,0.05093969566523633,0.3850323490990458,0.12163836430536196,9896533155015.291,109.2399401866956
B(CLU-BASE)_t+5,5,Transformer + Clusters,rnti_count,0.007725010697111542,0.08789204000995507,0.06518991673668069,0.5062425869740335,0.12283002525810038,26.074125230762597,25.106743986308917
B(CLU-BASE)_t+5,5,Transformer + Clusters,rb_down,0.011787634086498916,0.10857087126158156,0.05392696730921819,0.37554517996173764,0.10874654804641642,55.311231993849084,41.92426463380393
B(CLU-BASE)_t+5,5,Transformer + Clusters,rb_up,0.019643166736150554,0.1401540821244624,0.061951334904307584,0.3688328180576843,0.14015408072292163,2036.910808539899,152.61597004004787
B(CLU-BASE)_t+5,5,Transformer + Clusters,down,0.008929912110067034,0.09449821220566575,0.056326771805938494,0.36768294545859337,0.09485012886292088,42.866428408381616,34.71062531233755
B(CLU-BASE)_t+5,5,Transformer + Clusters,up,0.015882601129081596,0.12602619223431927,0.053058675135130504,0.3390187244324282,0.12602619097405737,6991919337589.344,103.8401390189577
B(CLU-BASE)_t+6,6,Transformer + Clusters,rnti_count,0.0078080062280841064,0.08836292337900611,0.06544524254513626,0.5009743007742987,0.12348808958460376,26.368883876246574,25.048208444724985
B(CLU-BASE)_t+6,6,Transformer + Clusters,rb_down,0.01238484664319957,0.1112872258761066,0.05575424343254372,0.3438583508110311,0.11146729795076096,57.49612199389126,43.50027484753498
B(CLU-BASE)_t+6,6,Transformer + Clusters,rb_up,0.021074954756515305,0.14517215558265747,0.06531075901368824,0.32271100938357533,0.14517215413093598,2171.5000871362527,157.27520431336922
B(CLU-BASE)_t+6,6,Transformer + Clusters,down,0.009298828606965123,0.0964304340287086,0.05743763135303936,0.3415716145045067,0.09678954638870953,43.86202591150386,35.33054118700116
B(CLU-BASE)_t+6,6,Transformer + Clusters,up,0.01699500896595596,0.13036490695718675,0.055654931953022124,0.29268067952853805,0.1303649056535377,6430956659308.407,104.77530218685594
